"","MSSubClass","MSZoning","Street","LotShape","LandContour","LotConfig","LandSlope","BldgType","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","Heating","HeatingQC","CentralAir","Electrical","KitchenQual","FireplaceQu","GarageType","GarageFinish","GarageQual","PavedDrive","MoSold","SaleType","SaleCondition","Remod","IsNew","Location","Amenities1","Amenities2","Railroad","Amenities","NeighRich"
"1528","1,5 story fin","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","WdShing","Wd Shng","None","CBlock",3,3,1,5,3,"GasA",3,1,"SBrkr",3,0,"Detchd",1,3,2,"5","WD","Normal",1,0,2,0,0,1,0,1
"1529","1 story 1946+","RL",1,3,"Lvl","Corner",2,"1Fam","Gable","CompShg","BrkFace","Wd Sdng","None","CBlock",3,3,1,3,2,"GasA",5,1,"SBrkr",3,0,"Detchd",2,3,2,"6","WD","Normal",0,0,2,0,0,0,0,1
"1530","1 story 1946+","RL",1,4,"Lvl","Inside",1,"1Fam","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace","CBlock",3,3,4,4,2,"GasA",3,1,"SBrkr",3,3,"Attchd",2,3,2,"5","WD","Normal",1,0,2,0,0,0,0,1
"1532","1 story 1945-","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","PConc",3,3,1,4,1,"GasA",3,1,"SBrkr",3,4,"No Garage",0,0,1,"5","WD","Normal",1,0,2,0,0,1,0,1
"1533","1 story 1946+","RM",1,4,"Bnk","Inside",1,"1Fam","Hip","CompShg","MetalSd","MetalSd","None","CBlock",3,3,2,4,3,"GasA",4,1,"SBrkr",4,0,"Detchd",1,3,2,"6","WD","Normal",0,0,2,0,0,0,0,1
"1534","1,5 story unf","RM",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","PConc",4,3,1,1,1,"GasA",4,1,"SBrkr",2,0,"Detchd",1,2,0,"1","WD","Normal",1,0,2,0,0,0,0,1
"1535","1,5 story fin","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","BrkTil",3,3,1,4,1,"GasA",5,1,"SBrkr",4,4,"Detchd",1,3,2,"6","WD","Normal",1,0,2,0,0,1,0,1
"1536","1,5 story fin","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","BrkTil",3,3,1,3,1,"GasA",3,1,"SBrkr",3,0,"Detchd",1,3,2,"3","WD","Normal",1,0,2,0,0,1,0,1
"1539","2 story 1945-","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","Stone",2,2,1,1,1,"GasA",5,1,"SBrkr",4,0,"Detchd",1,3,0,"4","WD","Normal",1,0,2,0,0,0,0,1
"1541","2 story 1945-","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","CBlock",2,3,1,3,1,"GasA",5,1,"SBrkr",3,0,"Detchd",1,3,2,"6","WD","Normal",1,0,2,0,0,0,0,1
"1542","1,5 story fin","RM",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","CBlock",3,3,1,3,1,"GasA",5,1,"SBrkr",3,0,"Detchd",1,3,2,"3","WD","Normal",1,0,2,0,0,0,0,1
"1543","2,5 story all ages","RL",1,3,"Bnk","Corner",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","BrkTil",4,3,1,4,1,"GasA",3,0,"FuseA",4,4,"Detchd",1,3,2,"5","WD","Normal",1,0,2,0,0,0,0,1
"1544","1 story 1945-","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","BrkTil",3,3,1,3,1,"GasA",3,0,"FuseF",4,0,"Detchd",1,2,1,"4","WD","Normal",1,0,2,0,0,0,0,1
"1546","1,5 story fin","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","CBlock",3,3,1,2,1,"GasA",5,1,"FuseA",3,4,"Detchd",1,3,2,"3","WD","Normal",1,0,2,0,0,0,0,1
"1547","1,5 story fin","RM",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","Stone","CBlock",3,3,1,3,2,"GasA",3,1,"FuseA",4,2,"Detchd",1,3,2,"3","WD","Normal",1,0,2,0,0,0,0,1
"1548","1,5 story fin","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","CBlock",3,3,1,3,1,"GasA",3,1,"SBrkr",3,0,"Detchd",1,3,1,"3","WD","Normal",1,0,2,0,0,0,0,1
"1549","1,5 story fin","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","CBlock",3,2,1,3,1,"GasA",4,1,"SBrkr",3,0,"Detchd",3,3,1,"5","WD","Normal",1,0,2,0,0,0,0,1
"1550","1,5 story fin","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","BrkTil",3,3,1,2,1,"GasA",3,1,"FuseF",3,4,"Detchd",1,3,2,"3","WD","Normal",1,0,2,0,0,0,0,1
"1551","1 story 1945-","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","BrkTil",2,2,1,5,1,"GasA",3,1,"SBrkr",3,4,"Detchd",1,3,2,"3","WD","Normal",1,0,2,0,0,1,0,1
"1552","1,5 story fin","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","CBlock",3,3,1,1,1,"GasA",5,1,"SBrkr",3,3,"Detchd",1,3,2,"6","WD","Normal",1,0,2,0,0,0,0,1
"1553","2 story 1945-","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","PConc",3,3,1,1,1,"GasA",5,1,"SBrkr",4,0,"No Garage",0,0,0,"5","WD","Normal",1,0,2,0,0,0,0,1
"1554","2 story 1945-","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","BrkTil",3,3,1,1,1,"GasA",5,1,"SBrkr",3,0,"Detchd",1,3,2,"2","WD","Normal",1,0,2,0,0,0,0,1
"1555","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock",4,3,1,3,1,"GasA",4,1,"SBrkr",3,4,"Attchd",1,3,2,"5","WD","Normal",0,0,2,0,0,0,0,1
"1556","1,5 story fin","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","BrkTil",4,2,1,1,1,"GasA",4,0,"SBrkr",3,0,"Detchd",1,2,0,"1","COD","Normal",1,0,2,0,0,0,0,1
"1557","2 family conversion","RL",1,4,"Lvl","Inside",2,"2fmCon","Gable","CompShg","Wd Sdng","Wd Shng","None","BrkTil",3,3,1,3,1,"GasA",3,0,"SBrkr",3,0,"No Garage",0,0,0,"2","ConLD","Normal",1,0,1,0,0,0,0,1
"1558","1,5 story fin","RL",1,3,"Bnk","Inside",1,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","CBlock",2,3,1,2,1,"GasA",5,0,"SBrkr",3,0,"Detchd",1,3,2,"3","WD","Normal",1,0,1,0,0,0,0,1
"1560","2 family conversion","RH",1,4,"Lvl","Corner",2,"2fmCon","Gable","CompShg","Wd Sdng","Wd Sdng","None","BrkTil",3,3,2,2,1,"GasA",4,1,"SBrkr",3,4,"Detchd",1,3,1,"6","COD","Normal",1,0,1,0,0,1,0,1
"1561","duplex all style/age","RL",1,4,"Lvl","Inside",2,"Duplex","Gable","Tar&Grv","Plywood","Plywood","BrkFace","CBlock",3,3,1,5,1,"GasA",3,0,"SBrkr",3,0,"No Garage",0,0,2,"5","WD","Normal",0,0,1,0,0,0,0,1
"1562","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","HdBoard","HdBoard","BrkFace","CBlock",3,3,2,4,3,"GasA",5,1,"SBrkr",4,0,"Detchd",1,3,2,"6","WD","Normal",1,0,1,0,0,0,0,1
"1563","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","HdBoard","HdBoard","None","CBlock",3,3,1,6,1,"GasA",5,1,"SBrkr",3,0,"Detchd",1,3,2,"5","WD","Normal",0,0,1,0,0,0,0,1
"1564","duplex all style/age","RL",1,3,"Lvl","Inside",2,"Duplex","Gable","CompShg","Plywood","Plywood","None","CBlock",4,3,3,6,1,"GasA",3,1,"SBrkr",3,3,"Attchd",3,3,2,"5","WD","Normal",0,0,1,0,0,0,0,1
"1565","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","CBlock",3,4,1,3,5,"GasA",5,1,"SBrkr",3,3,"Attchd",1,3,2,"3","WD","Normal",0,0,1,0,0,0,0,1
"1566","1 story 1946+","RL",1,3,"Low","Inside",1,"1Fam","Hip","CompShg","Wd Sdng","Wd Sdng","None","CBlock",4,3,4,5,1,"GasA",4,1,"SBrkr",3,3,"Attchd",2,3,2,"4","WD","Normal",1,0,2,0,0,0,0,1
"1567","1 story 1945-","RL",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","BrkTil",2,3,1,1,1,"GasA",3,0,"SBrkr",3,0,"Detchd",1,3,0,"6","WD","Normal",1,0,1,0,0,0,0,1
"1568","2 story 1946+","RL",1,3,"Low","CulDSac",1,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,3,5,1,"GasA",5,1,"SBrkr",4,3,"Attchd",3,3,2,"5","WD","Normal",1,0,2,0,0,0,0,1
"1569","1,5 story fin","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","CBlock",3,3,2,4,2,"GasA",3,1,"FuseA",2,4,"Attchd",2,3,2,"6","WD","Normal",1,0,1,0,0,0,0,1
"1570","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Plywood","None","CBlock",3,3,1,6,3,"GasA",5,1,"SBrkr",4,3,"Attchd",1,3,2,"6","WD","Normal",1,0,1,0,0,0,0,1
"1571","1,5 story fin","RL",1,4,"Bnk","Inside",2,"1Fam","Gable","CompShg","WdShing","Wd Shng","None","CBlock",3,2,1,2,1,"GasA",5,1,"SBrkr",3,3,"Detchd",1,2,2,"6","WD","Normal",1,0,1,0,0,0,0,1
"1572","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","WdShing","Wd Shng","None","CBlock",3,3,3,4,1,"GasA",3,1,"SBrkr",3,0,"Attchd",3,3,2,"6","WD","Normal",1,0,1,0,0,0,0,1
"1573","1 story 1946+","RL",1,2,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","Stone","PConc",4,3,4,6,1,"GasA",5,1,"SBrkr",4,3,"Attchd",2,3,2,"1","Con","Partial",1,0,1,0,0,0,0,1
"1574","1 story 1946+","RL",1,3,"Lvl","CulDSac",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","CBlock",3,3,2,1,1,"GasA",5,1,"SBrkr",3,0,"Detchd",1,3,0,"6","COD","Normal",0,0,1,0,0,0,0,1
"1575","1 story 1946+","RL",1,4,"Low","Inside",1,"1Fam","Gable","CompShg","Plywood","Plywood","BrkFace","CBlock",4,3,4,6,1,"GasA",5,1,"SBrkr",4,3,"Attchd",2,4,2,"6","WD","Normal",0,0,3,0,0,0,0,1
"1576","2 story 1946+","RL",1,3,"Lvl","CulDSac",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,4,"2Types",2,3,2,"5","WD","Normal",0,0,3,0,0,0,0,1
"1577","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","Stone","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,0,"Attchd",2,3,2,"3","WD","Normal",0,1,3,0,0,0,0,1
"1578","1,5 story fin","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Plywood","None","PConc",2,4,1,1,1,"GasA",3,1,"SBrkr",3,0,"Detchd",1,3,0,"3","WD","Normal",1,0,3,0,0,0,0,1
"1579","split foyer","RL",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,2,3,6,1,"GasA",4,1,"SBrkr",3,0,"Attchd",1,4,2,"7","WD","Normal",0,0,3,0,0,0,0,1
"1580","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,5,1,"GasA",5,1,"SBrkr",3,3,"Attchd",2,3,2,"4","WD","Normal",1,0,3,0,0,0,0,1
"1581","1 story 1946+","RL",1,3,"Lvl","FR2",2,"1Fam","Gable","CompShg","CemntBd","CmentBd","None","CBlock",4,3,1,6,3,"GasA",5,1,"SBrkr",3,0,"Attchd",1,3,2,"6","WD","Normal",1,0,3,0,0,0,0,1
"1582","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","CBlock",3,3,3,5,1,"GasA",3,1,"SBrkr",3,0,"Detchd",1,3,2,"6","WD","Normal",0,0,3,0,0,0,0,1
"1583","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","CemntBd","CmentBd","BrkFace","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",2,3,2,"5","WD","Normal",0,0,3,0,0,0,0,1
"1584","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,3,"Attchd",3,3,2,"4","WD","Normal",0,0,3,0,0,0,0,1
"1585","1 story PUD 1946+","RM",1,4,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,3,6,1,"GasA",5,1,"SBrkr",4,0,"Attchd",3,3,2,"4","WD","Normal",0,0,3,0,0,0,0,1
"1586","1 story 1945-","RL",1,4,"Lvl","Inside",1,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","CBlock",0,0,0,0,0,"GasA",3,0,"SBrkr",3,0,"Detchd",1,3,0,"4","ConLD","Normal",1,0,1,0,0,0,0,1
"1588","1 story 1946+","RL",1,3,"Low","CulDSac",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","CBlock",4,3,4,5,1,"GasA",3,1,"SBrkr",3,0,"Attchd",2,3,2,"6","WD","Normal",0,0,1,0,0,0,0,1
"1590","split/multi level","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Plywood","Plywood","None","CBlock",3,3,3,5,1,"GasA",3,1,"SBrkr",3,2,"Detchd",1,3,2,"6","WD","Normal",0,0,1,0,0,0,0,1
"1591","1 story 1946+","RL",1,4,"HLS","Inside",2,"1Fam","Hip","CompShg","WdShing","Wd Shng","None","CBlock",3,3,1,1,1,"GasA",5,1,"SBrkr",3,0,"No Garage",0,0,2,"5","WD","Normal",0,0,1,0,0,0,0,1
"1592","1 story 1945-","RL",1,4,"Bnk","Inside",2,"1Fam","Gable","CompShg","MetalSd","VinylSd","BrkFace","BrkTil",3,3,2,3,1,"GasA",2,0,"FuseA",2,4,"Detchd",1,3,2,"5","WD","Normal",1,0,1,0,0,1,0,1
"1593","1 story 1945-","RL",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","CBlock",3,3,1,3,1,"GasA",3,1,"SBrkr",3,4,"Detchd",1,3,2,"3","WD","Normal",1,0,1,0,0,0,0,1
"1594","duplex all style/age","RH",1,4,"Lvl","Inside",2,"Duplex","Flat","Tar&Grv","Plywood","CBlock","None","Slab",0,0,0,0,0,"GasA",3,1,"SBrkr",3,0,"No Garage",0,0,2,"2","WD","Normal",0,0,1,0,0,0,0,1
"1595","1,5 story fin","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",3,2,1,1,1,"GasA",5,1,"SBrkr",3,4,"No Garage",0,0,0,"5","WD","Normal",1,0,1,0,0,0,0,1
"1596","1,5 story fin","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace","BrkTil",4,3,1,5,4,"GasA",5,1,"SBrkr",3,3,"Attchd",1,3,2,"7","WD","Normal",1,0,3,0,0,0,0,1
"1597","duplex all style/age","RL",1,4,"Lvl","Inside",2,"Duplex","Gable","CompShg","VinylSd","VinylSd","BrkFace","CBlock",3,3,1,5,1,"GasA",5,1,"SBrkr",3,0,"Detchd",1,3,2,"3","WD","Normal",1,0,3,0,0,0,0,1
"1598","split/multi level","RL",1,3,"Lvl","FR2",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,0,"BuiltIn",2,3,2,"6","WD","Normal",1,0,3,0,0,0,0,1
"1599","1 story PUD 1946+","RM",1,3,"HLS","Inside",1,"TwnhsE","Gable","CompShg","HdBoard","HdBoard","None","CBlock",4,3,4,6,1,"GasA",4,1,"SBrkr",4,3,"Attchd",3,3,2,"4","WD","Normal",0,0,3,0,0,0,0,1
"1600","1 story PUD 1946+","RM",1,3,"HLS","Inside",1,"TwnhsE","Gable","CompShg","HdBoard","HdBoard","None","CBlock",4,3,3,6,1,"GasA",4,1,"SBrkr",4,3,"Attchd",1,3,2,"3","WD","Normal",0,0,3,0,0,0,0,1
"1601","1 story 1945-","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","BrkTil",3,3,1,4,1,"GasA",3,1,"SBrkr",3,0,"Detchd",1,2,0,"4","ConLw","Normal",1,0,1,0,0,0,0,0
"1602","1,5 story fin","RM",1,4,"HLS","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","BrkTil",3,3,2,4,1,"GasA",2,1,"SBrkr",3,0,"Detchd",1,3,2,"4","COD","Normal",1,0,1,0,0,0,0,0
"1604","1 story PUD 1946+","RM",1,3,"HLS","Corner",1,"TwnhsE","Hip","CompShg","CemntBd","CmentBd","Stone","PConc",5,3,4,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",3,3,2,"5","WD","Normal",1,0,3,0,0,1,0,1
"1605","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,3,"Attchd",1,3,2,"5","WD","Normal",1,0,2,0,0,0,0,1
"1606","split/multi level","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Plywood","Plywood","None","CBlock",3,3,1,5,1,"GasA",3,1,"SBrkr",4,2,"Attchd",1,3,2,"5","WD","Normal",0,0,2,0,0,0,0,1
"1607","duplex all style/age","RL",1,3,"Lvl","Inside",2,"Duplex","Gable","CompShg","Plywood","Plywood","None","CBlock",3,3,1,1,1,"GasA",3,1,"SBrkr",3,0,"2Types",1,3,2,"3","ConLD","Normal",0,0,2,0,0,0,0,1
"1608","1 story 1946+","RL",1,3,"Lvl","Corner",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","Stone","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,3,"Attchd",3,3,2,"5","WD","Normal",0,0,4,0,0,0,0,1
"1609","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,0,"Attchd",2,3,2,"1","New","Partial",1,0,4,0,0,0,0,1
"1610","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",4,1,"SBrkr",3,0,"BuiltIn",3,3,2,"4","WD","Normal",1,0,4,0,0,0,0,1
"1611","1 story 1946+","RL",1,4,"Bnk","Inside",2,"1Fam","Hip","CompShg","Plywood","HdBoard","None","CBlock",3,3,1,3,1,"GasA",3,1,"SBrkr",3,3,"Attchd",1,3,2,"6","WD","Normal",1,0,2,0,0,0,0,1
"1612","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",5,3,3,1,1,"GasA",5,1,"SBrkr",4,0,"Attchd",2,3,2,"3","WD","Normal",1,0,2,0,0,0,0,1
"1613","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",3,4,"Attchd",1,3,2,"6","WD","Normal",0,0,2,0,0,0,0,1
"1614","1 story PUD 1946+","RM",1,4,"Low","Inside",1,"Twnhs","Gable","CompShg","CemntBd","CmentBd","None","CBlock",4,3,4,6,1,"GasA",5,1,"SBrkr",3,1,"Attchd",2,3,2,"5","WD","Normal",0,0,1,0,0,0,0,0
"1615","2 story PUD 1946+","RM",1,4,"Lvl","Inside",2,"Twnhs","Gable","CompShg","CemntBd","CmentBd","None","CBlock",3,3,1,6,1,"GasA",5,1,"SBrkr",3,0,"No Garage",0,0,2,"3","WD","Normal",0,0,1,0,0,0,0,0
"1616","2 story PUD 1946+","RM",1,4,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","CemntBd","CmentBd","None","CBlock",3,3,1,1,1,"GasA",5,1,"SBrkr",3,0,"No Garage",0,0,2,"6","WD","Normal",0,0,1,0,0,0,0,0
"1617","2 story PUD 1946+","RM",1,4,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","CemntBd","CmentBd","None","CBlock",3,3,1,3,1,"GasA",3,1,"SBrkr",3,0,"Attchd",1,3,2,"6","WD","Normal",0,0,1,0,0,0,0,0
"1618","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","CBlock",3,3,1,5,1,"GasA",5,1,"SBrkr",3,0,"Detchd",1,3,2,"6","ConLD","Normal",1,0,2,0,0,0,0,1
"1619","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","CBlock",4,3,2,3,6,"GasA",3,1,"SBrkr",4,0,"Attchd",1,3,2,"4","WD","Normal",0,0,2,0,0,0,0,1
"1620","duplex all style/age","RL",1,4,"Lvl","Inside",2,"Duplex","Gable","CompShg","HdBoard","HdBoard","None","PConc",3,3,1,1,1,"GasA",4,1,"SBrkr",3,0,"Attchd",1,3,2,"2","WD","Normal",1,0,2,0,0,0,0,1
"1621","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","PConc",4,3,1,3,1,"GasA",4,1,"SBrkr",3,0,"Detchd",1,3,2,"3","WD","Normal",0,0,2,0,0,0,0,1
"1622","1,5 story fin","RL",1,3,"Lvl","Inside",1,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","CBlock",3,3,3,4,1,"GasA",3,1,"SBrkr",3,0,"Attchd",3,3,2,"4","WD","Normal",0,0,2,0,0,0,0,1
"1623","1 story 1946+","RL",1,4,"Lvl","Inside",1,"1Fam","Hip","CompShg","VinylSd","VinylSd","None","PConc",4,4,4,6,2,"GasA",5,1,"SBrkr",4,3,"Attchd",1,3,2,"2","WD","Normal",1,0,2,0,0,0,0,1
"1624","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,2,6,1,"GasA",5,1,"SBrkr",4,2,"Attchd",3,3,2,"3","WD","Normal",1,0,2,0,0,0,0,1
"1625","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","CBlock",2,2,1,3,1,"GasA",3,1,"SBrkr",3,0,"Attchd",1,3,2,"10","WD","Normal",0,0,2,0,0,0,0,1
"1626","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","Plywood","Plywood","BrkFace","CBlock",3,3,1,2,1,"GasA",3,1,"SBrkr",3,4,"Attchd",2,3,2,"6","WD","Normal",0,0,2,0,0,0,0,1
"1627","2 story 1946+","RL",1,3,"Lvl","Corner",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,5,1,"GasA",5,1,"SBrkr",3,3,"Attchd",3,3,2,"7","WD","Normal",0,0,3,0,0,0,0,1
"1628","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,4,6,1,"GasA",5,1,"SBrkr",4,4,"BuiltIn",3,3,2,"8","WD","Normal",0,0,3,0,0,0,0,1
"1629","split/multi level","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","BrkFace","PConc",4,3,1,6,1,"GasA",4,1,"SBrkr",3,3,"BuiltIn",3,3,2,"6","WD","Normal",1,0,3,0,0,0,0,1
"1630","1 story PUD 1946+","RL",1,3,"Lvl","CulDSac",2,"TwnhsE","Gable","CompShg","CemntBd","CmentBd","None","PConc",5,3,3,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",3,3,2,"11","WD","Normal",1,0,4,0,0,0,0,2
"1631","1 story PUD 1946+","RL",1,3,"Lvl","Corner",2,"1Fam","Gable","CompShg","CemntBd","CmentBd","None","PConc",4,3,3,6,1,"GasA",5,1,"SBrkr",3,0,"Attchd",3,3,2,"7","WD","Normal",0,0,4,0,0,0,0,2
"1632","1 story PUD 1946+","RL",1,3,"Lvl","Corner",2,"TwnhsE","Gable","CompShg","CemntBd","CmentBd","None","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,0,"Attchd",2,3,2,"9","WD","Normal",1,0,4,0,0,0,0,2
"1633","split/multi level","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,6,1,"GasA",4,1,"SBrkr",3,3,"BuiltIn",3,3,2,"2","WD","Normal",0,0,3,0,0,0,0,1
"1634","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,6,1,"GasA",4,1,"SBrkr",3,3,"Attchd",3,3,2,"10","WD","Normal",1,0,3,0,0,0,0,1
"1635","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","PConc",4,3,1,6,1,"GasA",4,1,"SBrkr",4,3,"Attchd",3,3,2,"7","WD","Normal",1,0,3,0,0,0,0,1
"1636","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","BrkFace","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,3,"Attchd",1,3,2,"11","WD","Normal",0,0,3,0,0,0,0,1
"1637","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","Wd Sdng","BrkFace","PConc",4,3,1,5,1,"GasA",5,1,"SBrkr",3,3,"Attchd",1,3,1,"7","WD","Normal",0,0,3,0,0,0,0,1
"1639","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",3,3,1,2,1,"GasA",3,1,"SBrkr",3,3,"Attchd",2,3,2,"8","WD","Normal",1,0,3,0,0,0,0,1
